date,review,star,res
"November 11, 2020","Great game. I like that it's more Grimm-ish than other fairy tail based games. I don't play card building games much, but this one is a keeper. Only 4 stars because the game is advertised as an OFFLINE game yet I can't play the soul hunter unless I log-in and stay on the net. Also, when I play with net, the Ads don't work. Please fix.",4,"Giant NetworkNovember 13, 2020Thank you for your review ^_^. Have a wonderful day and best of luck at our game! ^_^"
"October 5, 2020",Very fun and replayable game great fun 10/10 recommend (semi spoiler warning past this point) just very confused on how to get good ending if there is one but other than that it is a great game! (pls if anyone knows if there is one tell Meh pls but not how to get it just if there is one. But all classes very fun to play personal favorites are soul hunter and nun!,5,"Giant NetworkOctober 9, 2020Thanks for the feedback, there are rich game content, such as collection, exploration, various activities. I hope you can try our game, and we are confident that our game is attractive enough. I wish you a happy game ~"
"December 23, 2020","I'm not really into card games but this is an exception. Both graphics and gameplay are superb. It's simple and easy to play. Controls aren't confusing and the narration is great. The game gives off the ""Franbow"" vibe because the artstyle is so close to it. A mixture of cartoon-ish and spooky. Very great game. Though I gave 4 instead of 5 stars is because you need to unlock the dlc through real life payment. Kinda sad but you get a free class (magician) which is very overpowered. Please fix lol",4,"Giant NetworkDecember 25, 2020Welcome to join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"July 22, 2020","I have enjoyed this game greatly, and have sunk many an hour in. I have found some neat OP game winning combos, if you get the right blessings. (Wizard with poison deck with the copy poison to chill, plus the spend five chill for a second turn) I have done a run or two with no damage after a certain point.",5,"Giant NetworkJuly 22, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"September 17, 2020",I generally have enjoyed the game within the first few minutes. No lengthy tutorial. It just throws you into the mix and forces you to figure it out. The Werewolf path was frustrating but is my favorite out of all. The Rage ability really allows you to dole out some vengeance prior to and after your enemies' turn and I love the way the numbers from each attack and action card just meld together,5,"Giant NetworkSeptember 18, 2020We're so happy to hear that you have fun playing our game. Please be sure to rate us more stars if you like it. And, for free contents and honors, be sure to join our 29,000 fans on FB:https://www.facebook.com/NightofFullMoonCardGame/  have fun!!"
"May 8, 2020","I love this game and have kept up on all the updates from the first release. After spending 20+ dollars, I am offended that the latest update has locked a bunch of previous content behind ads requiring paying extra money to remove them. At least acknowledge those who have already spent money on your game",1,"Giant NetworkMay 8, 2020Hello Walz. Team of ""Night of the Full Moon"". We apologize for any inconvenience caused to you. The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it. Thanks for your understanding and supporting. Have fun gaming!　(*^__^*)"
"June 17, 2020","Really fun game! Few years back i install this game & completed the game for the free character. Then uninstall it because of need to pay to unlock other characters. But this year i install it back and found out that, there are new characters which i think, it is worth to spend for all characters. I paid for all character bundle pack & diaries expansion (except for the puzzle which is not my preference). Completed all character hard mode. Now try to complete all the achievement. Thanks dev team!",5,"Giant NetworkJune 19, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"February 14, 2021","A thoroughly pleasant game if you like the roguelike card genre. My only gripe is that the game gets repetitive rather fast and while there are multiple classes, you can only play 2, one of which unlocks after seeing a number of ads. It would be great if you could unlock the others as well after seeing a number of ads.",4,"Giant NetworkFebruary 19, 2021Thanks for the feedback, there are rich game content, such as collection, exploration, various activities. I hope you can try our game, and we are confident that our game is attractive enough. I wish you a happy game ~"
"April 27, 2020",Game is good but it doesn't tell u u only get about 10% of game for free the rest u have to buy I kept playing because it looks like the other 7 characters might be unlockable through gameplay but sadly very very little is unlocked through gameplay so if your not gonna pay just play through the 25 min adventure and delete the game because the rest is just pointless repetitions with no change,1,"Giant NetworkApril 28, 2020Greetings Player! Thank you for supporting us! We appreciate it so much! We will give feedback to the development team. Do feel free to contact us on FB: https://www.facebook.com/NightofFullMoonCardGame/for further inquiries. Do enjoy the game! Thank you :D"
"July 25, 2020","I really enjoy this game and I've bought all if the classes and the DLC. However, this game tends to freeze for me quite a bit. Normally it would only freeze once or twice during a session, however, I'm at the final boss in part if the DLC and it keeps freezing right as I'm about to kill him. I've restarted the app 7 times at the time of writing this (only including the times its crashed during this fight). I really love this game, but the amount of freezing is truly ruining it.",3,"Giant NetworkJuly 27, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"May 2, 2020","Fun but how to replenish health?? After you battle the enemy and you end up with low health, how do I replenish my health again if I dont level? Sometimes i do not have an option of potions or bandages to restore it. I cannot buy it if it is not offered. I then get stuck going into boss battles with such low health that I cannot win. And end up starting the game over or quitting.",3,"Giant NetworkMay 2, 2020Greetings Player! Thank you for supporting us! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future!"
"November 29, 2020","Waste of time. Cant even play it. Resource incomplete ? Bruhh I downloaded this from googpleplaystore. Why is the resources incomplete ? I tried everything from switching network to uninstalling the game, nothing happenednstill the same. I searhed for solution on google and I found out that This problem is almost 1 year old now 😴",1,"Giant NetworkDecember 2, 2020Please send your problem to our email address: nofmgame@hotmail.com！"
"August 29, 2020","Cute, omenious, and intersting choices and boss battles. I never fully finished it but that isnt due to game controls or presentation in fact those have interesting dynamics. Feels a bit like a sudden but easy to fall into game. Not a 5 cause I didn't get around to the endings, but it a game u can drag through if u want or speed through.",4,"Giant NetworkSeptember 1, 2020Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!"
"February 9, 2021","Simply put, this game is fun, but it lacks the replay value the description leads you to think it'd have. You only get one class to start with, and while the rest are cheap, it's even cheaper that you get locked out of 7/8ths of the game if you don't pay up, even more so if you go past just the classes. Knight is fun, but exclusively knight isn't. Giving everyone just one extra class to start would make this game so much better. But unless they do something like that, I won't be playing much.",3,"Giant NetworkFebruary 9, 2021Welcome to join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"August 27, 2020","Paid to remove ads. I didn't realize I was paying to shoot myself in the foot. I should still get the same opportunities that the ad supported version gets.. For example: When you fight and die, sometimes you get the chance to revive (and get a perk) after watching an ad. Not so with ad free version... Not cool... Also, I should get credit for buying some of the items from a bundle when purchasing that bundle... Also not cool... Actual gameplay otherwise is good.",1,"Giant NetworkAugust 6, 2020We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Thanks for your understanding and supporting. Have fun gaming!"
"October 28, 2020","This is will always be my favorite game 'cause I'm a sucker for any Little Red Riding Hood lore. What I love about this is because the characters have their own set of backstories. The character designs and voice acting is amazing as well. The gameplay is challenging, but it also gives you opportunities to power up with those bonus skills you have achieved from the past levels. Thank god I finally purchased it. It gave me a headache when it won't let me pay lol.",4,"Giant NetworkMay 28, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"October 23, 2020","The new update has once again brought localization issues; when you unfortunately die youre supposed to be able to pick a blessing out of three, instead Im faced with three ""blank"" blessings all labeled in the games original language and I cannot pick a blessing nor can I continue to the menu. I literally have to close out the application and reopen the game. Once this is addressed I'll revisit my review.",3,"Giant NetworkOctober 23, 2020Sorry to bring you a bad game experience! We're doing our best to fix it! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D"
"April 24, 2020","I LOVE this game and am so glad it can be moved to SD cards. I haven't played it in a while and mean to pick it back up soon. I even bought the expansion and got a few friends to play. That said, the app is getting too big. Even if I played it daily, it just takes up too much space. If it stays this big or gets any bigger, I'll have to permanently remove it.",3,"Giant NetworkApril 24, 2020Greetings Player! Thank you for supporting us! We appreciate it so much! Do feel free to contact us on FB: https://www.facebook.com/NightofFullMoonCardGame/
for further inquiries. Do enjoy the game! Thank you :D"
"February 7, 2021",Omg yes I am addicted to this game. My friend suggested this game to me because i have always liked card based games especially ones with a story and a plot twist or magic type games. Can the developers of this game make more games like this? I play this game every day thank you so much for a fantasic game,5,"Giant NetworkFebruary 9, 2021Thanks for the feedback, there are rich game content, such as collection, exploration, various activities. I hope you can try our game, and we are confident that our game is attractive enough. I wish you a happy game ~"
"January 27, 2021","If you like card games, this is a must-have for your library. After multiple times playing the demo, I bought the full game. Each class of character never gets old. The mechanics of gameplay are excellent. For some reason the souls series comes to mind. I have been playing (the full version) for almost a year. Im nowhere near halfway through. I would love to see this for console and online deck-build mmo!",5,"Giant NetworkJanuary 29, 2021Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"November 30, 2020","Very fun. Could be better. The amount of cards make trying new strategies fun, and keeps the restarting fresh. However, the Hard mode doesn't have a lot of features of its own, this isn't good when Normal has eputation and courage, and dialogue and decision making. I think more talents would be cool too, yes we unlock new cards for achievements and everything but I feel adding more talents and perhaps have only final bosses give them, or something. I'd like a bit more carry over between games.",3,"Giant NetworkDecember 2, 2020Thank you for your review ^_^. Have a wonderful day and best of luck at our game! ^_^We will continue to work hard！"
"October 4, 2020","Game is fun up until the first big boss. You can clear enemies pretty good if you are smart but the first big boss (werewolf) is too op. Constant healing and combine with the other abilities, no way of beating him. You have to either reset the game and hopefully a better build or pay. Such a disappointment.",1,"Giant NetworkOctober 9, 2020Thank you for supporting us! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D"
"May 22, 2020","I already bought the collectors edition- seemed like a great game, and felt comfortable supporting the creators.. Feels a bit crummy that now that ads have been implimented, that's not something that came with the full purchase? Like, another $2 just to remove ads on a game I ""Bought"" already. Don't think I'll be recommending this one anymore.",2,"Giant NetworkMay 25, 2020Hello. The ads will be appeared when you open the treasure. When you are fails, it will give you a blessing. If it defeats the chapter BOSS, it will give you double gold coins. It is not compulsory. Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting."
"December 11, 2020","Pretty rare that I find a gem in the sea of hot garbage that is the app store, but NotFM has really surprised me. If youre a fan of Slay the Spire you'll enjoy NotFM. Very similar experience overall. My only real gripe, is the translations are spotty in places and make some cards confusing at first. The voice acting and music are amazing though! Art style is gorgeous, and the MTX arent bad. If you like the game, throw the devs 6 bucks to get the collectors edition and most of the characters.",5,"Giant NetworkDecember 17, 2020Hello！We're so happy to hear that you have fun playing our game. Please be sure to rate us more stars if you like it. And, for free contents and honors, be sure to join our 30,000 fans on FB:https://www.facebook.com/NightofFullMoonCardGame/ Thank you for your review ^_^. Have a wonderful day and best of luck at our game! ^_^"
"May 25, 2020","Fun gameplay, and I'll probably end up buying the extra classes in the future, but as a f2p game it's pretty bad. 90% of it is behind a paywall, the ""8 occupations"" shown as a selling point here is a total bait&switch; and to top it off the game has some serious balancing issues. It didn't feel like I beat cursed werewolf because I was good, it just felt like I cheated more than it did.",2,"Giant NetworkMay 25, 2020Hello. Join in our community activities and have the opportunity to unlock new content for free.FB: https://www.facebook.com/NightofFullMoonCardGame/  . Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting."
"November 25, 2018","What the heck? I bought this app a while ago, played all the heroes, and then let it sit so that new content can be created. When I came back, I found out that all the heroes were locked, the game was full of ads, and there were a bunch of prompts to buy everything again. There seem to be a few new faces, but that is not enough to justify degrading a paid app to a level below what a lot of free apps do.",1,"Giant NetworkNovember 26, 2018hi as for the unlocked heroes, could you contact our FB https://www.facebook.com/NightofFullMoonCardGame for troubleshooting?"
"July 27, 2020","Great story. Great art style and character design. Great Voice acting. The gameplay is simple yet challenging. Playing this casually wouldn't be a problem at all. But if you'd like to 100% the game, it will be painful. But no matter how I mess up and die, the game just keeps pulling me back in with its Great replayability that has lots of ways to approach the game's end. Btw, ads dont really bother me that much because atleast its a way for me to support their development. Hopefully some as well",5,"Giant NetworkJuly 28, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"August 13, 2020",Why does it always update everytime i open the game? And it doesn't even update properly too. I need to switch apps for some reason so the progress bar would move? Now i can't even play the game offline which was the sole purpose of me downloading it. Edit: okay. Took me a while to remember that i said that i was gonna edit my initial revie if the problems were fixed. Now it's fixed and am excited to the new changes. Thank you developers.,5,"Giant NetworkMay 4, 2020Hello, dear Lubang. Thanks for your comment. Please check your network and modem cables.Then try downloading again.We apologize for any inconvenience caused. And, your payment will bring hope for the future development of the game! Thanks for your understanding and supporting. Have fun gaming!❤️"
"October 27, 2020",Great game except with the new boss- Apothecary and magician freeze ( even though you said it was fixed) fix it please so I can update my review :) PS- I know the developer replies are automated now because it doesn't apply to my review AT ALL. The game freezing because you couldn't apply a proper update or patch has nothing to do with the gameplay (which I enjoy because it is challenging) except that you can't play a frozen game.,1,"Giant NetworkOctober 27, 2020Good day to you! We are sorry to hear that you feel that way. Please do keep in mind that, our game is based on luck and chance. And that's exactly why we shall keep our fingers crossed for you, hopefully, you will win more often. Good luck and have a most pleasant day!"
"November 6, 2018","Edit: After following the kind advice from the developer to conserve heals and making a more balanced deck, I finally beat the boss in the lady knight class. Definitely enjoyed the gameplay more this time around & will be thinking about buying the other classes. Previous review: I was having fun until I had to keep fighting enemies with low health near the end of chapter three while playing the free lady knight class. I started a new adventure several times trying to get past this point, but found it impossible without more opportunities to heal between harder battles. On my last attempt before I deleted the app, I beat the demon king at the cost of a lot of HP, & couldn't defeat the other enemies I was expected to fight afterwards. It's a shame, b/c I would've loved to buy the other classes if the game hadn't become so frustrating. The graphics, voice acting, & different cards are really great. I just want more full heals between battles.",5,"Giant NetworkNovember 5, 2018Hi did you pass the final boss?
I can give you some tips about saving HP and you can try it again
1. Save fountain until your HP is at a very low value or before boss
2. Save bandage if you are about to level up (it will recover all HP)

While if you passed the game, please come back and leave a 5-star to us.
More tips you can find on our Facebook."
"May 28, 2020","I loved this game it was a lot of fun and it was really cool talking a different twist on a beloved fairy tale and I love fantasy stuff like this so I'd recommend this to anyone who likes the same but I did have one issue. It was a shame that I had to pay money to unlock the other classes to play as in the game and i understand that the dev's need the money so that's fine it's just i ""beat"" the game three times and failed who knows how much so it got boring but other then that theres no problems",5,"Giant NetworkMay 29, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"November 19, 2018","I'd really like to buy the full game, and I have Google play credit, but every time I try to pull up the purchase screen, it says I don't have any. The I check my Google wallet, and yet, sure enought, there's money in it. I tried to go through their support option, but it led to an website entirety in Chinese. It's a great game, and I'd like to give them money, but for some reason (not sure if it's them or google) I can't pay them.",2,"Giant NetworkNovember 20, 2018hmm please contact us via FB:https://www.facebook.com/NightofFullMoonCardGame"
"June 18, 2020","Wasn't expecting much going in but then I noticed the fun character designs the developers of this game made and a lot reminded me of my lil doodles of characters I've drawn in my life.The game is fun with a nice learning curve. I lost to the werewolf my 1st playthrough making me go in again and beating him, It made it more fun and challenging!",5,"Giant NetworkJune 19, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"May 24, 2020","Great rogue-like card game. Quick gameplay. Nice aesthetic. Good payment model. Unique classes. One downside is some cards don't work as the text says; mostly Nun cards. Holy Providence: Exile, draw, 2 heal per turn - The draw doesn't work. Natural Mark: Half elemental damage, heal, draw - Only does the half damage. But, there's other great cards to choose anyway!",5,"Giant NetworkMay 25, 2020Hello. Thank you for supporting us! We appreciate it so much! Your payment will bring hope for the future development of the game. If there is any issue or suggestion feel free to reach us on FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"December 20, 2020",I wish more mobile games were like this one! The rogue-like card game is an interesting concept and the paid content is good for it's price. If you like strategy card games and have some time to burn try this one out. The only problem I might see with this game is if you don't want to pay anything you are fairly limited in what you can do.,4,"Giant NetworkDecember 22, 2020Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!"
"July 2, 2020","I this game 5* before the ad update. Like others, I also bought most of the dlc because I liked the game. However, you thought it was a good idea to add ads and then require that we buy the ad blocker to remove them. You can't create a problem, provide a solution for profit, and then expect your already paying customers to just be happy about it. It's not about the money. It's about being dishonest and disrespectful and I'm not gonna stick around for you to do it again in the future.",1,"Giant NetworkJuly 2, 2020We apologize for any inconvenience caused to you. The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it. Thanks for your understanding and supporting. Have fun gaming!"
"November 20, 2020","There's only ONE class available for f2p players. I get that you need money, but I think the rest of the classes should be available if you get enough of a premium currency or whatever. Plus, when the one class is done with, it feels stale since you know you should've gotten another class and play that one. In conclusion, it's fun, but only until the first class is done (for f2p players).",3,"Giant NetworkNovember 24, 2020We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Thanks for your understanding and supporting. You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"July 3, 2020","Got it on a whim, didn't think I'd play much. Fell in love played for hours. It's simple enough, but also had different characters for challenges. I've put maybe 3 hrs in so far, might not be for everyone but worth a shot since the basic part is free. Some classes are pay, and looks like some dlc too.",5,"Giant NetworkJuly 3, 2020Hello. Thank you for supporting us! You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"September 23, 2020","Changed from 5 to 2 stars. Returned to this game after a year or so and found that ads are everywhere. In the past you could watch ads to gain advantage, but it was never forced, but now you have to watch them to use essential mechanics. It's absurd, giving how little content game gives for free, and how much devs ask for removing ads even after you bought every other DLC. I see this basically as a spit in the face of all fans.",2,"Giant NetworkSeptember 23, 2020The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it. Thanks for your understanding and supporting. Have fun gaming!"
"December 22, 2020","I didn't by anything, but I still got a really good experience. The hardest difficulty is challenging, but it a more fun way and less, ""I've got to grind up to that point again."" Dialogue is sometimes cheesy and there are a few spelling errors, but gameplay really is quite fun. The feeling of racking up an insane combo or getting a game-breaking set of cards is amazing.",5,"Giant NetworkDecember 25, 2020Hello！We're so happy to hear that you have fun playing our game. Please be sure to rate us more stars if you like it. And, for free contents and honors, be sure to join our 30,000 fans on FB:https://www.facebook.com/NightofFullMoonCardGame/ Thank you for your review ^_^. Have a wonderful day and best of luck at our game! ^_^"
"July 12, 2020","Great strategic card games. The game gives a variety of way it can be play by having different kind of roles the players can chose. In addition, the way it twist the story of ""little red riding hood"" is superb, the way it became dark gives the feel similar to american series ""once upon a time"". Although, I wasn't able to try all of the role, for it is paid, I can say that it is a fantastic game and I enjoy it.",4,"Giant NetworkJuly 13, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"June 11, 2020","I had so much fun playing it! The artwork is stunning! The character voices fit fabulously! I love the characters lines! It makes everyone seem so human! Every enemy has their own style of attack, and it spices up the game so much! The only complaint I could have is that the end scenes translations are a little strange but it dosen't really take away from the story. Also you have to pay for the other classes, but honestly? It's deserving. I wish I could friend the carpenter boy, he precious T-T",5,"Giant NetworkJune 11, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"January 8, 2021",Players: Highly recommend this game. Best go to game with tons of game time and low cost permanent add ons that make it even better. A Must play. Developers: I am a Long time player and I absolutely love this game. I have completed almost every achievement and all pages of both books. I have 2 request 1:can u add another add on to complete the diarys book with the rest of the characters. 2:can u expand on the pocket watch some more maybe a second tier for diarys,5,"Giant NetworkJanuary 8, 2021Please send your thoughts to our email address: nofmgame@hotmail.com We will continue to work hard！"
"November 5, 2018","The game is very simple yet entertaining, art style quite suits the game, and prob even weaker phones are capable of running it. Cards are interesting, and player is able to combo cards in order to maximise their effectiveness (in some cases damage output is a bit too high in my opinion). However my rating is severely lowered because of the limit of the content because of purchasable characters. Far as I know, it used to be way more fun and way more entertaining because of more playable (free) classes. What I'd suggest is to leave (as it is) one class available and allow player to unlock two other through achievements or simply completing the game, and leave rest purchasable.",2,"Giant NetworkNovember 6, 2018thx for the detailed comment. actually we indeed had the free version (Beta version)before. but due to policy change of Google play. we had to make some changes. besides, we also have to spend fees on the further development and need some necessary funds."
"November 3, 2020","Starts out fun, but at the higher levels its all luck. If you dont get the right cards, its impossible to win. So you basically just keep scrolling dice and hope to get lucky. If youre unlucky, erase all of your progress and try again. With no capacity to build an actual custom deck, its basically flipping coins and hoping to get lucky with each fight. Mathmatically it can be impossible to win. Meh.",2,"Giant NetworkNovember 3, 2020Good day to you! We are sorry to hear that you feel that way. Please do keep in mind that, our game is based on luck and chance. And that's exactly why we shall keep our fingers crossed for you, hopefully, you will win more often. Good luck and have a most pleasant day!"
"November 15, 2018","Really enjoy the game. But it's a little imbalanced. I'm having some incredible difficulty with nun, but completed it with magician and little witch, both the same difficulty. Game difficulty builds rapidly, to the point where you wonder why normal difficulty is so damn hard. Some cards in the shop have way too high price tags and are impossible to get. Every class has a weakness in one or two specific enemies. You will probably lose if you don't chance upon any recovery after one of those fights or level up from it.",3,"Giant NetworkNovember 14, 2018hi please follow our FB page: https://www.facebook.com/NightofFullMoonCardGame and DM us directly."
"November 14, 2020","I rarely regret a purchase but this game ended up being one of them. The game seems to be fun and full of content that has a little bit locked behind a paywall... Which is kinda true. The f2p portion of the game is easily the best and only worthwhile aspect of the game. If you pay to unlock all of the content you will soon find that the game is very, VERY, chinese. I'm talking broken unintelligible gibberish, cards that don't do what they say, etc. Worth it to play, not worth spending on though.",2,"Giant NetworkNovember 18, 2020Thank you for supporting us! We apologize for any inconvenience caused. We have fixed the bug! We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D"
"August 23, 2020","It's rigged. I have played for days on both the knight and the magician and I am unable to get past the 3rd hard stage on either one. The bosses completely annihilate me anytime I get them down to less than a quarter of their health. If you can't beat the bosses at the 3rd hardest, how can you after that point?",1,"Giant NetworkAugust 24, 2020The boss is not invincible. You can change the card deck or discuss with other players in the community. I believe you can beat him."
"April 21, 2020",I'm trying to play this game for 3 days now and by trying I mean like really hard. I uninstalled it multiple times and refreshed my phone too but still I have a hard time staying logged in and sometimes even logging in itself is a problem. All my progress gets lost the moment I exit the game and each time I need to start all over. Would appreciate some help.,1,"Giant NetworkApril 22, 2020Could you kindly tell us more about the problem you are facing to email: nofmgame@hotmail.com ? We will check it and solve it as soon as possible."
"January 1, 2021","It has potential, BUT there are serious balance issues for certain classes against things like the phantom captain vs a soul hunter class. The effects of the two damage abilities redirected is way too strong for that class in specific. For example I would have to do 24 damage to myself in order to do 6 damage to the enemy. That is a huge issue that needs looking into. If they balance out the classes better the rating will change. But until then be warned, there are class balance issues.",1,"Giant NetworkJanuary 4, 2021Please send your thoughts to our email address: nofmgame@hotmail.com We will continue to work hard！"
"January 26, 2021","I've got 59 hours in this game. It is definitely a brilliantly coded game, and the mechanics of the fights keep every playthrough interesting. Each character costs 2 dollars, but they are worth it. Bought everything the dev team have released, and they give out plenty of free stuff on their social media accounts. Great work and I'll be happy to keep playing this game.",5,"Giant NetworkJanuary 29, 2021Thanks for the review. Our FAQ might help if you have issues with the game, and you can also provide more feedback there: https://www.facebook.com/NightofFullMoonCardGame/ . We hope we can help you get a better experience!"
"June 14, 2020",This has been one of the best games I've ever payed for.. it was great having to earn better cards and plan and strategise to beat the end boss.. I would pay for any expansion packs or spin offs hoping them to be even close to as good as the game itself. because the few quid I have payed has given me longer play time than any new game that comes out for a games console.. the story is cool with the whole fairytale spin. Can't say enough.. great game..people are nitpicky..anything similar up soon?,5,"Giant NetworkJune 15, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"November 12, 2020","I love the roguelike elements, it makes every run of the game feel extremely unique. Even on repeat runs the game is enjoyable. Higher difficulty settings add an optional challenge and more replay value. Each of the classes has their own niche playstyle and I find all of them enjoyable. The art is well done and the cards themselves make sense when you learn what every term means.",5,"Giant NetworkNovember 13, 2020Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!"
"November 29, 2020","Probably one of the best dungeon card games but I have to say that my phone gets stuck sometimes and I think it is really annoying. I don't know if it is because of my phone and I don't know how to fix it but except that game features, caharcters, designs are so good you should try it at once I think.",5,"Giant NetworkDecember 2, 2020We're so happy to hear that you have fun playing our game. Please be sure to rate us more stars if you like it. And, for free contents and honors, be sure to join our 30,000 fans on FB:https://www.facebook.com/NightofFullMoonCardGame/ have fun!!"
"July 31, 2020","The games mechanics are extremely varied and enjoyable for a card game, I've bought everything except the puzzles and I can confirm that it is worth the investment if you enjoyed the starter class. It's also relatively cheap. The visual effects are well animated, the voicelines are great and the art style is also very cool. There is no pay 2 win aspect but there is a pay wall for other classes and game modes. If I could rate this game 6 stars I would, please keep up the great work devs 👌",5,"Giant NetworkAugust 3, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"August 16, 2020",Awesome game. Well enough that I decided to purchase all classes and the ad-free upgrade. Didn't regret it. Gameplay is short enough that you don't feel like grinding but not too short that it leaves you wanting. Someone mentioned in their review that buying the ad-free upgrade made them lose the opportunity to get a bonus on reviving. Not true in my case. I can get the bonus minus the ads. I can also change cards from a shy chest once without the ads. Overall great experience for me.,5,"Giant NetworkAugust 10, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
"August 26, 2020","🏆AMAZING card game with a bit of a twist. LOVE! 💖 I am pretty picky when it comes to games. I like my old school game consoles (Nintendo's, Sega, etc) and only a couple ""newer"" games (W.O.W., Skyrim, The Sims). HOWEVER, THIS GAME WON ME OVER IMMEDIATELY! I love how you are able to choose different ""storylines""/ ""paths""/ ""interactions"" (...whatever you want to call it. Lol). It reminds me of those 'Choose your own adventure' books ...they were they only books I was willing to read. 😂",5,"Giant NetworkAugust 28, 2020Thank you for your feedback Because our main goal is to provide everyone with the best gaming experience, we are going to keep your input in mind."
"February 18, 2021",It's a good game. I really enjoyed it. I'm sad what appears to be 90% of it is behind a paywall. Good graphics and story line had me hooked. If it ever becomes fully free or unlockable by ads then I will be more then happy to play it again. Update: thank you for your responce. I completely understand. Upped another star for your responce. :),4,"Giant NetworkDecember 9, 2020We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Thanks for your understanding and supporting. You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D"
