,date,review,star,res,clean_content,topic
81,"July 5, 2020","Fun and exciting game until you realise that you have to pay and pay in order to move forward and use other characters. And the crazy part is, they updated the game and place ads and then offer you to pay to remove the ads! That is so f**ked up! Have to uninstall the game after being annoyed so much.",1,"Giant NetworkJuly 6, 2020We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Thanks for your understanding and supporting. Have fun gaming!",fun excit game realis pay pay order move forward use charact crazi part updat game place ad offer pay remov ad f ked uninstal game annoy much,[2]
84,"May 30, 2020","I played this a few years ago when it had just been released, and I wasn't that impressed. Picking it up again now, gameplay has become better, there are options to watch ads to resurrect and double your coins, more bosses to fight. I have also bought one expansion. My only wish is that I could use the same deck for longer, I feel I have only just managed to max out my cards and get a good hand, when it all ends and I have to start again. Totally recommend it though, it's fun.",4,"Giant NetworkMay 31, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",play year ago releas impress pick gameplay becom better option watch ad resurrect doubl coin boss fight also bought one expans wish could use deck longer feel manag max card get good hand end start total recommend though fun,[2]
85,"May 15, 2019","The game itself has some nice art and is a fun game to pass some time with. I'm giving it a low rating though because i purchased the game before it became free and had 2 extra classes, after it became free i had to purchase them separately and could only use the basic one. I contacted them and sent them the receipt but they never got back to me. I don't really care about the money (it was pretty cheap anyway) but their action and lack of response.",1,"Giant NetworkMay 15, 2019Hi Alex, really sorry about the problem. May I ask your User ID here, so that I'll unlock the characters for you.",game nice art fun game pass time give low rate though purchas game becam free extra class becam free purchas separ could use basic one contact sent receipt never got back realli care money pretti cheap anyway action lack respons,[0]
86,"August 20, 2020","I quite enjoyed this game! I'm not much into card-based games but this one really got me into it. The art designs were amazing and the voice acting is stellar! The writing is pretty depressing tho, I wish there were more happier endings. One annoying thing tho, the game crashes when there are too many cards on the screen. I got lots of resets because of it. Same goes with ads, sometimes they will blackout then I won't get the reward. Overall this is an amazing mobile game!",4,"Giant NetworkAugust 21, 2020Please upgrade your Android OS～",quit enjoy game much card base game one realli got art design amaz voic act stellar write pretti depress tho wish happier end one annoy thing tho game crash mani card screen got lot reset goe ad sometim blackout get reward overal amaz mobil game,"[0, 1]"
90,"October 6, 2018","I was really enjoying this game. I had a fun deck built, had defeated multiple bosses and was considering purchasing the new chapters. Then boom, my save is gone one day. I hand not played in a few days, no update was applied. I went to continue my story and no save data was found. I tried to pull the backup and nothing there either. I'm pretty annoyed since deck I built was personal to me. Won't be coming back now.",2,"Giant NetworkOctober 9, 2018Did you clean the memory of you phone? Cause it may clean the data of our game.",realli enjoy game fun deck built defeat multipl boss consid purchas new chapter boom save gone one day hand play day updat appli went continu stori save data found tri pull backup noth either pretti annoy sinc deck built person come back,[2]
92,"November 11, 2020","Great game. I like that it's more Grimm-ish than other fairy tail based games. I don't play card building games much, but this one is a keeper. Only 4 stars because the game is advertised as an OFFLINE game yet I can't play the soul hunter unless I log-in and stay on the net. Also, when I play with net, the Ads don't work. Please fix.",4,"Giant NetworkNovember 13, 2020Thank you for your review ^_^. Have a wonderful day and best of luck at our game! ^_^",great game like grimm ish fairi tail base game play card build game much one keeper star game advertis offlin game yet play soul hunter unless log stay net also play net ad work pleas fix,"[0, 1]"
94,"December 23, 2020","I'm not really into card games but this is an exception. Both graphics and gameplay are superb. It's simple and easy to play. Controls aren't confusing and the narration is great. The game gives off the ""Franbow"" vibe because the artstyle is so close to it. A mixture of cartoon-ish and spooky. Very great game. Though I gave 4 instead of 5 stars is because you need to unlock the dlc through real life payment. Kinda sad but you get a free class (magician) which is very overpowered. Please fix lol",4,"Giant NetworkDecember 25, 2020Welcome to join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",realli card game except graphic gameplay superb simpl easi play control confus narrat great game give franbow vibe artstyl close mixtur cartoon ish spooki great game though gave instead star need unlock dlc real life payment kinda sad get free class magician overpow pleas fix lol,[1]
97,"May 8, 2020","I love this game and have kept up on all the updates from the first release. After spending 20+ dollars, I am offended that the latest update has locked a bunch of previous content behind ads requiring paying extra money to remove them. At least acknowledge those who have already spent money on your game",1,"Giant NetworkMay 8, 2020Hello Walz. Team of ""Night of the Full Moon"". We apologize for any inconvenience caused to you. The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it. Thanks for your understanding and supporting. Have fun gaming!　(*^__^*)",love game kept updat first releas spend dollar offend latest updat lock bunch previou content behind ad requir pay extra money remov least acknowledg alreadi spent money game,[2]
99,"February 14, 2021","A thoroughly pleasant game if you like the roguelike card genre. My only gripe is that the game gets repetitive rather fast and while there are multiple classes, you can only play 2, one of which unlocks after seeing a number of ads. It would be great if you could unlock the others as well after seeing a number of ads.",4,"Giant NetworkFebruary 19, 2021Thanks for the feedback, there are rich game content, such as collection, exploration, various activities. I hope you can try our game, and we are confident that our game is attractive enough. I wish you a happy game ~",thoroughli pleasant game like roguelik card genr gripe game get repetit rather fast multipl class play one unlock see number ad would great could unlock other well see number ad,"[2, 0, 1]"
100,"April 27, 2020",Game is good but it doesn't tell u u only get about 10% of game for free the rest u have to buy I kept playing because it looks like the other 7 characters might be unlockable through gameplay but sadly very very little is unlocked through gameplay so if your not gonna pay just play through the 25 min adventure and delete the game because the rest is just pointless repetitions with no change,1,"Giant NetworkApril 28, 2020Greetings Player! Thank you for supporting us! We appreciate it so much! We will give feedback to the development team. Do feel free to contact us on FB: https://www.facebook.com/NightofFullMoonCardGame/for further inquiries. Do enjoy the game! Thank you :D",game good tell u u get game free rest u buy kept play look like charact might unlock gameplay sadli littl unlock gameplay gonna pay play min adventur delet game rest pointless repetit chang,"[2, 1]"
101,"July 25, 2020","I really enjoy this game and I've bought all if the classes and the DLC. However, this game tends to freeze for me quite a bit. Normally it would only freeze once or twice during a session, however, I'm at the final boss in part if the DLC and it keeps freezing right as I'm about to kill him. I've restarted the app 7 times at the time of writing this (only including the times its crashed during this fight). I really love this game, but the amount of freezing is truly ruining it.",3,"Giant NetworkJuly 27, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",realli enjoy game bought class dlc howev game tend freez quit bit normal would freez twice session howev final boss part dlc keep freez right kill restart app time time write includ time crash fight realli love game amount freez truli ruin,[2]
102,"May 2, 2020","Fun but how to replenish health?? After you battle the enemy and you end up with low health, how do I replenish my health again if I dont level? Sometimes i do not have an option of potions or bandages to restore it. I cannot buy it if it is not offered. I then get stuck going into boss battles with such low health that I cannot win. And end up starting the game over or quitting.",3,"Giant NetworkMay 2, 2020Greetings Player! Thank you for supporting us! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future!",fun replenish health battl enemi end low health replenish health dont level sometim option potion bandag restor cannot buy offer get stuck go boss battl low health cannot win end start game quit,[1]
103,"November 29, 2020","Waste of time. Cant even play it. Resource incomplete ? Bruhh I downloaded this from googpleplaystore. Why is the resources incomplete ? I tried everything from switching network to uninstalling the game, nothing happenednstill the same. I searhed for solution on google and I found out that This problem is almost 1 year old now 😴",1,"Giant NetworkDecember 2, 2020Please send your problem to our email address: nofmgame@hotmail.com！",wast time cant even play resourc incomplet bruhh download googpleplaystor resourc incomplet tri everyth switch network uninstal game noth happenednstil searh solut googl found problem almost year old,[2]
104,"August 29, 2020","Cute, omenious, and intersting choices and boss battles. I never fully finished it but that isnt due to game controls or presentation in fact those have interesting dynamics. Feels a bit like a sudden but easy to fall into game. Not a 5 cause I didn't get around to the endings, but it a game u can drag through if u want or speed through.",4,"Giant NetworkSeptember 1, 2020Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!",cute omeni interst choic boss battl never fulli finish isnt due game control present fact interest dynam feel bit like sudden easi fall game caus get around end game u drag u want speed,[2]
105,"February 9, 2021","Simply put, this game is fun, but it lacks the replay value the description leads you to think it'd have. You only get one class to start with, and while the rest are cheap, it's even cheaper that you get locked out of 7/8ths of the game if you don't pay up, even more so if you go past just the classes. Knight is fun, but exclusively knight isn't. Giving everyone just one extra class to start would make this game so much better. But unless they do something like that, I won't be playing much.",3,"Giant NetworkFebruary 9, 2021Welcome to join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",simpli put game fun lack replay valu descript lead think get one class start rest cheap even cheaper get lock th game pay even go past class knight fun exclus knight give everyon one extra class start would make game much better unless someth like play much,[2]
106,"August 27, 2020","Paid to remove ads. I didn't realize I was paying to shoot myself in the foot. I should still get the same opportunities that the ad supported version gets.. For example: When you fight and die, sometimes you get the chance to revive (and get a perk) after watching an ad. Not so with ad free version... Not cool... Also, I should get credit for buying some of the items from a bundle when purchasing that bundle... Also not cool... Actual gameplay otherwise is good.",1,"Giant NetworkAugust 6, 2020We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Thanks for your understanding and supporting. Have fun gaming!",paid remov ad realiz pay shoot foot still get opportun ad support version get exampl fight die sometim get chanc reviv get perk watch ad ad free version cool also get credit buy item bundl purchas bundl also cool actual gameplay otherwis good,"[0, 2]"
107,"October 28, 2020","This is will always be my favorite game 'cause I'm a sucker for any Little Red Riding Hood lore. What I love about this is because the characters have their own set of backstories. The character designs and voice acting is amazing as well. The gameplay is challenging, but it also gives you opportunities to power up with those bonus skills you have achieved from the past levels. Thank god I finally purchased it. It gave me a headache when it won't let me pay lol.",4,"Giant NetworkMay 28, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",alway favorit game caus sucker littl red ride hood lore love charact set backstori charact design voic act amaz well gameplay challeng also give opportun power bonu skill achiev past level thank god final purchas gave headach let pay lol,[2]
108,"October 23, 2020","The new update has once again brought localization issues; when you unfortunately die youre supposed to be able to pick a blessing out of three, instead Im faced with three ""blank"" blessings all labeled in the games original language and I cannot pick a blessing nor can I continue to the menu. I literally have to close out the application and reopen the game. Once this is addressed I'll revisit my review.",3,"Giant NetworkOctober 23, 2020Sorry to bring you a bad game experience! We're doing our best to fix it! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D",new updat brought local issu unfortun die your suppos abl pick bless three instead im face three blank bless label game origin languag cannot pick bless continu menu liter close applic reopen game address revisit review,"[1, 2]"
109,"April 24, 2020","I LOVE this game and am so glad it can be moved to SD cards. I haven't played it in a while and mean to pick it back up soon. I even bought the expansion and got a few friends to play. That said, the app is getting too big. Even if I played it daily, it just takes up too much space. If it stays this big or gets any bigger, I'll have to permanently remove it.",3,"Giant NetworkApril 24, 2020Greetings Player! Thank you for supporting us! We appreciate it so much! Do feel free to contact us on FB: https://www.facebook.com/NightofFullMoonCardGame/
for further inquiries. Do enjoy the game! Thank you :D",love game glad move sd card play mean pick back soon even bought expans got friend play said app get big even play daili take much space stay big get bigger perman remov,[1]
112,"November 30, 2020","Very fun. Could be better. The amount of cards make trying new strategies fun, and keeps the restarting fresh. However, the Hard mode doesn't have a lot of features of its own, this isn't good when Normal has eputation and courage, and dialogue and decision making. I think more talents would be cool too, yes we unlock new cards for achievements and everything but I feel adding more talents and perhaps have only final bosses give them, or something. I'd like a bit more carry over between games.",3,"Giant NetworkDecember 2, 2020Thank you for your review ^_^. Have a wonderful day and best of luck at our game! ^_^We will continue to work hard！",fun could better amount card make tri new strategi fun keep restart fresh howev hard mode lot featur good normal eput courag dialogu decis make think talent would cool ye unlock new card achiev everyth feel ad talent perhap final boss give someth like bit carri game,[2]
113,"October 4, 2020","Game is fun up until the first big boss. You can clear enemies pretty good if you are smart but the first big boss (werewolf) is too op. Constant healing and combine with the other abilities, no way of beating him. You have to either reset the game and hopefully a better build or pay. Such a disappointment.",1,"Giant NetworkOctober 9, 2020Thank you for supporting us! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D",game fun first big boss clear enemi pretti good smart first big boss werewolf op constant heal combin abil way beat either reset game hope better build pay disappoint,[1]
114,"May 22, 2020","I already bought the collectors edition- seemed like a great game, and felt comfortable supporting the creators.. Feels a bit crummy that now that ads have been implimented, that's not something that came with the full purchase? Like, another $2 just to remove ads on a game I ""Bought"" already. Don't think I'll be recommending this one anymore.",2,"Giant NetworkMay 25, 2020Hello. The ads will be appeared when you open the treasure. When you are fails, it will give you a blessing. If it defeats the chapter BOSS, it will give you double gold coins. It is not compulsory. Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting.",alreadi bought collector edit seem like great game felt comfort support creator feel bit crummi ad impliment someth came full purchas like anoth remov ad game bought alreadi think recommend one anymor,[2]
116,"May 25, 2020","Fun gameplay, and I'll probably end up buying the extra classes in the future, but as a f2p game it's pretty bad. 90% of it is behind a paywall, the ""8 occupations"" shown as a selling point here is a total bait&switch; and to top it off the game has some serious balancing issues. It didn't feel like I beat cursed werewolf because I was good, it just felt like I cheated more than it did.",2,"Giant NetworkMay 25, 2020Hello. Join in our community activities and have the opportunity to unlock new content for free.FB: https://www.facebook.com/NightofFullMoonCardGame/  . Your payment will bring hope for the future development of the game. Thanks for your understanding and supporting.",fun gameplay probabl end buy extra class futur f p game pretti bad behind paywal occup shown sell point total bait switch top game seriou balanc issu feel like beat curs werewolf good felt like cheat,[0]
117,"November 25, 2018","What the heck? I bought this app a while ago, played all the heroes, and then let it sit so that new content can be created. When I came back, I found out that all the heroes were locked, the game was full of ads, and there were a bunch of prompts to buy everything again. There seem to be a few new faces, but that is not enough to justify degrading a paid app to a level below what a lot of free apps do.",1,"Giant NetworkNovember 26, 2018hi as for the unlocked heroes, could you contact our FB https://www.facebook.com/NightofFullMoonCardGame for troubleshooting?",heck bought app ago play hero let sit new content creat came back found hero lock game full ad bunch prompt buy everyth seem new face enough justifi degrad paid app level lot free app,[2]
120,"October 27, 2020",Great game except with the new boss- Apothecary and magician freeze ( even though you said it was fixed) fix it please so I can update my review :) PS- I know the developer replies are automated now because it doesn't apply to my review AT ALL. The game freezing because you couldn't apply a proper update or patch has nothing to do with the gameplay (which I enjoy because it is challenging) except that you can't play a frozen game.,1,"Giant NetworkOctober 27, 2020Good day to you! We are sorry to hear that you feel that way. Please do keep in mind that, our game is based on luck and chance. And that's exactly why we shall keep our fingers crossed for you, hopefully, you will win more often. Good luck and have a most pleasant day!",great game except new boss apothecari magician freez even though said fix fix pleas updat review ps know develop repli autom appli review game freez appli proper updat patch noth gameplay enjoy challeng except play frozen game,[0]
123,"November 19, 2018","I'd really like to buy the full game, and I have Google play credit, but every time I try to pull up the purchase screen, it says I don't have any. The I check my Google wallet, and yet, sure enought, there's money in it. I tried to go through their support option, but it led to an website entirety in Chinese. It's a great game, and I'd like to give them money, but for some reason (not sure if it's them or google) I can't pay them.",2,"Giant NetworkNovember 20, 2018hmm please contact us via FB:https://www.facebook.com/NightofFullMoonCardGame",realli like buy full game googl play credit everi time tri pull purchas screen say check googl wallet yet sure enought money tri go support option led websit entireti chines great game like give money reason sure googl pay,[2]
126,"December 20, 2020",I wish more mobile games were like this one! The rogue-like card game is an interesting concept and the paid content is good for it's price. If you like strategy card games and have some time to burn try this one out. The only problem I might see with this game is if you don't want to pay anything you are fairly limited in what you can do.,4,"Giant NetworkDecember 22, 2020Thank you for your lovely comment. This means a lot to us! If there is any issue or suggestion, please feel free to reach us on Facebook at FB: https://www.facebook.com/NightofFullMoonCardGame/. Or mail at nofmgame@hotmail.com. Have fun gaming!",wish mobil game like one rogu like card game interest concept paid content good price like strategi card game time burn tri one problem might see game want pay anyth fairli limit,[2]
127,"July 2, 2020","I this game 5* before the ad update. Like others, I also bought most of the dlc because I liked the game. However, you thought it was a good idea to add ads and then require that we buy the ad blocker to remove them. You can't create a problem, provide a solution for profit, and then expect your already paying customers to just be happy about it. It's not about the money. It's about being dishonest and disrespectful and I'm not gonna stick around for you to do it again in the future.",1,"Giant NetworkJuly 2, 2020We apologize for any inconvenience caused to you. The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it. Thanks for your understanding and supporting. Have fun gaming!",game ad updat like other also bought dlc like game howev thought good idea add ad requir buy ad blocker remov creat problem provid solut profit expect alreadi pay custom happi money dishonest disrespect gonna stick around futur,[2]
128,"November 20, 2020","There's only ONE class available for f2p players. I get that you need money, but I think the rest of the classes should be available if you get enough of a premium currency or whatever. Plus, when the one class is done with, it feels stale since you know you should've gotten another class and play that one. In conclusion, it's fun, but only until the first class is done (for f2p players).",3,"Giant NetworkNovember 24, 2020We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Thanks for your understanding and supporting. You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",one class avail f p player get need money think rest class avail get enough premium currenc whatev plu one class done feel stale sinc know gotten anoth class play one conclus fun first class done f p player,"[1, 2]"
130,"September 23, 2020","Changed from 5 to 2 stars. Returned to this game after a year or so and found that ads are everywhere. In the past you could watch ads to gain advantage, but it was never forced, but now you have to watch them to use essential mechanics. It's absurd, giving how little content game gives for free, and how much devs ask for removing ads even after you bought every other DLC. I see this basically as a spit in the face of all fans.",2,"Giant NetworkSeptember 23, 2020The advertising part was unavoidably added for future game development. If you purchase in game for eliminating ad, you can remove it. Thanks for your understanding and supporting. Have fun gaming!",chang star return game year found ad everywher past could watch ad gain advantag never forc watch use essenti mechan absurd give littl content game give free much dev ask remov ad even bought everi dlc see basic spit face fan,[2]
132,"July 12, 2020","Great strategic card games. The game gives a variety of way it can be play by having different kind of roles the players can chose. In addition, the way it twist the story of ""little red riding hood"" is superb, the way it became dark gives the feel similar to american series ""once upon a time"". Although, I wasn't able to try all of the role, for it is paid, I can say that it is a fantastic game and I enjoy it.",4,"Giant NetworkJuly 13, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",great strateg card game game give varieti way play differ kind role player chose addit way twist stori littl red ride hood superb way becam dark give feel similar american seri upon time although abl tri role paid say fantast game enjoy,[2]
135,"November 5, 2018","The game is very simple yet entertaining, art style quite suits the game, and prob even weaker phones are capable of running it. Cards are interesting, and player is able to combo cards in order to maximise their effectiveness (in some cases damage output is a bit too high in my opinion). However my rating is severely lowered because of the limit of the content because of purchasable characters. Far as I know, it used to be way more fun and way more entertaining because of more playable (free) classes. What I'd suggest is to leave (as it is) one class available and allow player to unlock two other through achievements or simply completing the game, and leave rest purchasable.",2,"Giant NetworkNovember 6, 2018thx for the detailed comment. actually we indeed had the free version (Beta version)before. but due to policy change of Google play. we had to make some changes. besides, we also have to spend fees on the further development and need some necessary funds.",game simpl yet entertain art style quit suit game prob even weaker phone capabl run card interest player abl combo card order maximis effect case damag output bit high opinion howev rate sever lower limit content purchas charact far know use way fun way entertain playabl free class suggest leav one class avail allow player unlock two achiev simpli complet game leav rest purchas,"[1, 0]"
136,"November 3, 2020","Starts out fun, but at the higher levels its all luck. If you dont get the right cards, its impossible to win. So you basically just keep scrolling dice and hope to get lucky. If youre unlucky, erase all of your progress and try again. With no capacity to build an actual custom deck, its basically flipping coins and hoping to get lucky with each fight. Mathmatically it can be impossible to win. Meh.",2,"Giant NetworkNovember 3, 2020Good day to you! We are sorry to hear that you feel that way. Please do keep in mind that, our game is based on luck and chance. And that's exactly why we shall keep our fingers crossed for you, hopefully, you will win more often. Good luck and have a most pleasant day!",start fun higher level luck dont get right card imposs win basic keep scroll dice hope get lucki your unlucki eras progress tri capac build actual custom deck basic flip coin hope get lucki fight mathmat imposs win meh,[1]
137,"November 15, 2018","Really enjoy the game. But it's a little imbalanced. I'm having some incredible difficulty with nun, but completed it with magician and little witch, both the same difficulty. Game difficulty builds rapidly, to the point where you wonder why normal difficulty is so damn hard. Some cards in the shop have way too high price tags and are impossible to get. Every class has a weakness in one or two specific enemies. You will probably lose if you don't chance upon any recovery after one of those fights or level up from it.",3,"Giant NetworkNovember 14, 2018hi please follow our FB page: https://www.facebook.com/NightofFullMoonCardGame and DM us directly.",realli enjoy game littl imbalanc incred difficulti nun complet magician littl witch difficulti game difficulti build rapidli point wonder normal difficulti damn hard card shop way high price tag imposs get everi class weak one two specif enemi probabl lose chanc upon recoveri one fight level,"[1, 2]"
138,"November 14, 2020","I rarely regret a purchase but this game ended up being one of them. The game seems to be fun and full of content that has a little bit locked behind a paywall... Which is kinda true. The f2p portion of the game is easily the best and only worthwhile aspect of the game. If you pay to unlock all of the content you will soon find that the game is very, VERY, chinese. I'm talking broken unintelligible gibberish, cards that don't do what they say, etc. Worth it to play, not worth spending on though.",2,"Giant NetworkNovember 18, 2020Thank you for supporting us! We apologize for any inconvenience caused. We have fixed the bug! We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D",rare regret purchas game end one game seem fun full content littl bit lock behind paywal kinda true f p portion game easili best worthwhil aspect game pay unlock content soon find game chines talk broken unintellig gibberish card say etc worth play worth spend though,[2]
139,"August 23, 2020","It's rigged. I have played for days on both the knight and the magician and I am unable to get past the 3rd hard stage on either one. The bosses completely annihilate me anytime I get them down to less than a quarter of their health. If you can't beat the bosses at the 3rd hardest, how can you after that point?",1,"Giant NetworkAugust 24, 2020The boss is not invincible. You can change the card deck or discuss with other players in the community. I believe you can beat him.",rig play day knight magician unabl get past rd hard stage either one boss complet annihil anytim get less quarter health beat boss rd hardest point,[1]
140,"April 21, 2020",I'm trying to play this game for 3 days now and by trying I mean like really hard. I uninstalled it multiple times and refreshed my phone too but still I have a hard time staying logged in and sometimes even logging in itself is a problem. All my progress gets lost the moment I exit the game and each time I need to start all over. Would appreciate some help.,1,"Giant NetworkApril 22, 2020Could you kindly tell us more about the problem you are facing to email: nofmgame@hotmail.com ? We will check it and solve it as soon as possible.",tri play game day tri mean like realli hard uninstal multipl time refresh phone still hard time stay log sometim even log problem progress get lost moment exit game time need start would appreci help,[1]
141,"January 1, 2021","It has potential, BUT there are serious balance issues for certain classes against things like the phantom captain vs a soul hunter class. The effects of the two damage abilities redirected is way too strong for that class in specific. For example I would have to do 24 damage to myself in order to do 6 damage to the enemy. That is a huge issue that needs looking into. If they balance out the classes better the rating will change. But until then be warned, there are class balance issues.",1,"Giant NetworkJanuary 4, 2021Please send your thoughts to our email address: nofmgame@hotmail.com We will continue to work hard！",potenti seriou balanc issu certain class thing like phantom captain vs soul hunter class effect two damag abil redirect way strong class specif exampl would damag order damag enemi huge issu need look balanc class better rate chang warn class balanc issu,[1]
149,"February 18, 2021",It's a good game. I really enjoyed it. I'm sad what appears to be 90% of it is behind a paywall. Good graphics and story line had me hooked. If it ever becomes fully free or unlockable by ads then I will be more then happy to play it again. Update: thank you for your responce. I completely understand. Upped another star for your responce. :),4,"Giant NetworkDecember 9, 2020We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Thanks for your understanding and supporting. You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",good game realli enjoy sad appear behind paywal good graphic stori line hook ever becom fulli free unlock ad happi play updat thank responc complet understand up anoth star responc,[2]
151,"August 17, 2020","Game didn't used to have adverts. Now it does. 0.99$ (£0.74) for the US to remove Ads, but £1.89 (2.51$) for the UK to remove. A huge insult on a good game Back in the day, the Knight, Ranger, Nun and Magician were all unlockables. They now appear in store, likely meaning they no longer can be. If you can ignore the high charges to play, the game is otherwise entertaining, though perhaps a little easy.",3,"Giant NetworkAugust 18, 2020Thank you for supporting us! We apologize for any inconvenience caused. We promise to give you a better gaming experience in the future! Do enjoy the game and please rate for us again! Thank you :D",game use advert us remov ad uk remov huge insult good game back day knight ranger nun magician unlock appear store like mean longer ignor high charg play game otherwis entertain though perhap littl easi,[1]
152,"April 30, 2020",Is a fun and engaging experience until you get to the wolf in the hardest difficulty. Then no matter how much you have build your deck or broken you think your stuff is. You will get destroyed 100% of the time. Edit. It is also now ridden with ads since the last update (even if you paid for content) . I don't recommend this game at all anymore.,1,"Giant NetworkApril 30, 2020Greetings Player! Thank you for supporting us! We appreciate it so much! Do feel free to contact us on FB: https://www.facebook.com/NightofFullMoonCardGame/for further inquiries. Do enjoy the game! Thank you :D",fun engag experi get wolf hardest difficulti matter much build deck broken think stuff get destroy time edit also ridden ad sinc last updat even paid content recommend game anymor,"[1, 2]"
153,"July 10, 2020","It is a very entertaining game. I've completed 2 classes. I dislike and like their ad function if that makes any sense. Using it will make the game easier (double gold, shop refresh, etc) but it feels a bit like cheating sometimes. The DLCs are somewhat pricy. I'm thinking about purchasing the Red Hood Diaries though.",4,"Giant NetworkJuly 10, 2020Hello. Thank you for supporting us! We appreciate it so much! If there is any issue or suggestion, please feel free to reach us on Facebook:  https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",entertain game complet class dislik like ad function make sens use make game easier doubl gold shop refresh etc feel bit like cheat sometim dlc somewhat prici think purchas red hood diari though,[2]
157,"September 22, 2020","I very much enjoyed this game i was so in to all the charecters and the de k building and the strategy until i came to find out that the only way you get to play all of the adventure is by paying for the rest you get one free story which is only a couple of bosses and thats it you have to pay for the rest which sucks you litteraly just get a trial for it and thats it. I personaly hope the producers read this because my message to you is simple say "" free trial""",1,"Giant NetworkSeptember 23, 2020The payment part was unavoidably added for future game development. Thanks for your understanding and supporting. Have fun gaming!",much enjoy game charect de k build strategi came find way get play adventur pay rest get one free stori coupl boss that pay rest suck litterali get trial that personali hope produc read messag simpl say free trial,[2]
158,"December 19, 2020","You can only play as the first character for free. Once you beat the final boss, there's absolutely nothing to do other than replay the same character with almost no difference. Not that bad, so why 1 star? The rest of the characters are locked behind a paywall. Is it unlocked after you complete the previous character? No. It should unlock the next stage instead of hard locking it behind a paywall. Understandable but still a scumbag move.",1,"Giant NetworkDecember 22, 2020We apologize for any inconvenience caused to you. The payment part was unavoidably added for future game development. Thanks for your understanding and supporting. You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",play first charact free beat final boss absolut noth replay charact almost differ bad star rest charact lock behind paywal unlock complet previou charact unlock next stage instead hard lock behind paywal understand still scumbag move,[2]
159,"July 10, 2020","The 8 occupations it just a click bait and like 90% of the content that I downloaded was unplayable I spent the few daya this is a perfect game for me cause I like tcg. I'm not being like this cause i hate the game, I'ts because I have high hopes for it. I hope u guys will make us play more without paying THANKS!!",1,"Giant NetworkJuly 13, 2020Hello. Thank you for supporting us! You can join our community activities and have the opportunity to unlock new content for free. FB: https://www.facebook.com/NightofFullMoonCardGame/ ! Do enjoy the game! Thank you :D",occup click bait like content download unplay spent daya perfect game caus like tcg like caus hate game ts high hope hope u guy make us play without pay thank,[2]
